Time(s),CH1V,CH2V
-5.000000e-02,-3.333334e-02,2.182133e+00
-4.990000e-02,-2.906667e-02,2.216533e+00
-4.980000e-02,-2.026667e-02,2.216533e+00
-4.970000e-02,-2.026667e-02,2.246400e+00
-4.960000e-02,-2.026667e-02,2.250667e+00
-4.950000e-02,-1.573333e-02,2.276267e+00
-4.940000e-02,-2.906667e-02,2.314667e+00
-4.930000e-02,-4.213334e-02,2.327467e+00
-4.920000e-02,-2.906667e-02,2.344533e+00
-4.910000e-02,-2.400000e-03,2.348800e+00
-4.900000e-02,-2.906667e-02,2.365867e+00
-4.890000e-02,-3.786667e-02,2.387200e+00
-4.880000e-02,-1.146667e-02,2.408533e+00
-4.870000e-02,-1.573333e-02,2.417067e+00
-4.860000e-02,-2.026667e-02,2.425600e+00
-4.850000e-02,-4.666667e-02,2.451200e+00
-4.840000e-02,-2.906667e-02,2.481333e+00
-4.830000e-02,-4.213334e-02,2.472800e+00
-4.820000e-02,-3.786667e-02,2.502667e+00
-4.810000e-02,-6.933333e-03,2.515467e+00
-4.800000e-02,-2.026667e-02,2.536800e+00
-4.790000e-02,-3.333334e-02,2.570933e+00
-4.780000e-02,-3.333334e-02,2.566667e+00
-4.770000e-02,-4.666667e-02,2.583733e+00
-4.760000e-02,-3.333334e-02,2.600800e+00
-4.750000e-02,-2.906667e-02,2.596533e+00
-4.740000e-02,-3.786667e-02,2.622133e+00
-4.730000e-02,-2.906667e-02,2.626400e+00
-4.720000e-02,-3.786667e-02,2.660533e+00
-4.710000e-02,-3.786667e-02,2.681867e+00
-4.700000e-02,-2.453333e-02,2.694667e+00
-4.690000e-02,-2.026667e-02,2.698933e+00
-4.680000e-02,-3.786667e-02,2.724533e+00
-4.670000e-02,-4.213334e-02,2.763200e+00
-4.660000e-02,-3.786667e-02,2.763200e+00
-4.650000e-02,-3.333334e-02,2.737600e+00
-4.640000e-02,-2.453333e-02,2.793067e+00
-4.630000e-02,-2.906667e-02,2.801600e+00
-4.620000e-02,-1.573333e-02,2.810133e+00
-4.610000e-02,-2.453333e-02,2.805867e+00
-4.600000e-02,-2.906667e-02,2.827200e+00
-4.590000e-02,-3.333334e-02,2.857067e+00
-4.580000e-02,-1.573333e-02,2.869867e+00
