Time(s),CH1V,CH2V
-2.590000e-04,2.933333e-03,-3.306667e-05
-2.580000e-04,4.666667e-03,-2.205333e-04
-2.570000e-04,2.933333e-03,-8.186667e-05
-2.560000e-04,5.333333e-04,-1.770667e-04
-2.550000e-04,4.133333e-03,-1.648000e-04
-2.540000e-04,4.133333e-03,-1.240000e-04
-2.530000e-04,3.333333e-03,-3.866667e-05
-2.520000e-04,1.333333e-03,-1.333333e-04
-2.510000e-04,2.133333e-03,-1.080000e-04
-2.500000e-04,5.733334e-03,-8.746667e-05
-2.490000e-04,3.733333e-03,-1.008000e-04
-2.480000e-04,1.066667e-03,-1.173333e-04
-2.470000e-04,3.066667e-03,-4.666666e-05
-2.460000e-04,4.266667e-03,-1.373333e-04
-2.450000e-04,2.933333e-03,-1.800000e-04
-2.440000e-04,1.466667e-03,-1.530667e-04
-2.430000e-04,2.800000e-03,-7.653333e-05
-2.420000e-04,4.266667e-03,-2.034667e-04
-2.410000e-04,3.333333e-03,-1.917333e-04
-2.400000e-04,2.666667e-03,-1.248000e-04
-2.390000e-04,4.133333e-03,-7.360000e-05
-2.380000e-04,4.933333e-03,-1.066667e-04
-2.370000e-04,3.200000e-03,-1.666667e-04
-2.360000e-04,2.266667e-03,-1.264000e-04
-2.350000e-04,3.066667e-03,-1.261333e-04
-2.340000e-04,4.133333e-03,-1.461333e-04
-2.330000e-04,2.533333e-03,-1.229333e-04
-2.320000e-04,1.866667e-03,-3.520000e-05
-2.310000e-04,2.933333e-03,-6.000000e-05
-2.300000e-04,4.533333e-03,-1.381333e-04
-2.290000e-04,3.333333e-03,-1.664000e-04
-2.280000e-04,1.466667e-03,-7.813333e-05
-2.270000e-04,3.733333e-03,-7.040000e-05
-2.260000e-04,5.066667e-03,-2.168000e-04
-2.250000e-04,2.800000e-03,-2.336000e-04
-2.240000e-04,1.600000e-03,-2.586667e-05
-2.230000e-04,3.866667e-03,-1.130667e-04
-2.220000e-04,4.666667e-03,-1.026667e-04
-2.210000e-04,2.400000e-03,-1.181333e-04
-2.200000e-04,1.733333e-03,-2.216000e-04
-2.190000e-04,2.666667e-03,-1.394667e-04
-2.180000e-04,4.266667e-03,-9.920000e-05
-2.170000e-04,3.866667e-03,-2.125333e-04
-2.160000e-04,1.200000e-03,-1.562667e-04
-2.150000e-04,3.600000e-03,-7.786667e-05
