Time,Temperature,DAC,Error,Integral
0.0006566047668457031,300.8979686994065,63163,-0.8979686994064764,-0.8979686994064764
1.119272232055664,300.8979686994065,63556,-0.8979686994064764,-1.7959373988129528
2.236693859100342,300.8979686994065,63948,-0.8979686994064764,-2.693906098219429
3.3545889854431152,301.02154392970004,65535,-1.0215439297000444,-3.7154500279194735
4.4726927280426025,301.02154392970004,65535,-1.0215439297000444,-4.736993957619518
5.58994460105896,301.02154392970004,65535,-1.0215439297000444,-5.758537887319562
6.7075395584106445,301.02154392970004,65535,-1.0215439297000444,-6.780081817019607
7.825571060180664,301.145255672452,65535,-1.145255672451981,-7.925337489471588
8.944146871566772,301.145255672452,65535,-1.145255672451981,-9.070593161923568
10.061626434326172,301.145255672452,65535,-1.145255672451981,-10.21584883437555
11.181934595108032,301.145255672452,65535,-1.145255672451981,-11.36110450682753
12.299930095672607,301.145255672452,65535,-1.145255672451981,-12.506360179279511
13.417047500610352,301.145255672452,65535,-1.145255672451981,-13.651615851731492
14.534887552261353,301.145255672452,65535,-1.145255672451981,-14.796871524183473
15.6527681350708,301.145255672452,65535,-1.145255672451981,-15.942127196635454
16.771180868148804,301.02154392970004,65535,-1.0215439297000444,-16.9636711263355
17.888735055923462,301.02154392970004,65535,-1.0215439297000444,-17.985215056035543
19.00693106651306,301.02154392970004,65535,-1.0215439297000444,-19.006758985735587
20.12374496459961,301.02154392970004,65535,-1.0215439297000444,-20.02830291543563
21.24215316772461,301.02154392970004,65535,-1.0215439297000444,-21.049846845135676
22.36019802093506,301.02154392970004,65535,-1.0215439297000444,-22.07139077483572
23.496775150299072,301.02154392970004,65535,-1.0215439297000444,-23.092934704535764
24.614065408706665,301.02154392970004,65535,-1.0215439297000444,-24.11447863423581
25.73168396949768,300.8979686994065,65535,-0.8979686994064764,-25.012447333642285
26.84986925125122,300.8979686994065,65535,-0.8979686994064764,-25.91041603304876
27.966666221618652,300.8979686994065,65535,-0.8979686994064764,-26.808384732455238
29.088740825653076,300.8979686994065,65535,-0.8979686994064764,-27.706353431861714
30.209052085876465,300.8979686994065,65535,-0.8979686994064764,-28.60432213126819
31.330517292022705,300.77452826767376,65535,-0.7745282676737588,-29.37885039894195
32.450031042099,300.77452826767376,65535,-0.7745282676737588,-30.15337866661571
33.56805491447449,300.77452826767376,65535,-0.7745282676737588,-30.927906934289467
34.68811082839966,300.77452826767376,65535,-0.7745282676737588,-31.702435201963226
35.804643630981445,300.77452826767376,65535,-0.7745282676737588,-32.476963469636985
36.92325782775879,300.77452826767376,65535,-0.7745282676737588,-33.251491737310744
38.04486012458801,300.65122092839357,60335,-0.6512209283935704,-33.902712665704314
39.16286277770996,300.65122092839357,60619,-0.6512209283935704,-34.553933594097884
40.280702114105225,300.65122092839357,60904,-0.6512209283935704,-35.205154522491455
41.39848971366882,300.65122092839357,61188,-0.6512209283935704,-35.856375450885025
