Time,Temperature,DAC,Error,Integral
0.00042819976806640625,303.29931686503465,65535,-3.2993168650346547,-0.0014096202426295522
1.1528477668762207,303.29931686503465,65535,-3.2993168650346547,-3.8036069335984988
2.3058130741119385,303.29931686503465,65535,-3.2993168650346547,-7.607604816561165
3.4588727951049805,303.29931686503465,65535,-3.2993168650346547,-11.411914200425661
4.6118483543396,303.29931686503465,65535,-3.2993168650346547,-15.215945907981203
5.764893054962158,303.29931686503465,65535,-3.2993168650346547,-19.020205734884044
6.917585849761963,303.29931686503465,65535,-3.2993168650346547,-22.82330451297097
8.069886445999146,303.29931686503465,65535,-3.2993168650346547,-26.625109303725797
9.223771333694458,303.29931686503465,65535,-3.2993168650346547,-30.43214117400756
10.376919507980347,303.23616412149295,65535,-3.2361641214929477,-34.16391792239665
11.529901266098022,303.23616412149295,65535,-3.2361641214929477,-37.89515612075293
12.682896137237549,303.23616412149295,65535,-3.2361641214929477,-41.62643675500005
13.835561513900757,303.23616412149295,65535,-3.2361641214929477,-45.356651091044675
14.987580299377441,303.1730534123071,65535,-3.1730534123071266,-49.012068229343384
16.139880657196045,303.1730534123071,65535,-3.1730534123071266,-52.66837881172243
17.292924642562866,303.1099845029896,65535,-3.1099845029896187,-56.25432773747863
18.445900440216064,303.1099845029896,65535,-3.1099845029896187,-59.840064600502174
19.598641395568848,303.1099845029896,65535,-3.1099845029896187,-63.425071107610776
20.750738620758057,303.0469571597132,65535,-3.0469571597132017,-66.93546199658675
21.903831720352173,302.9839711493059,65535,-2.983971149305887,-70.3762585382393
23.05687165260315,302.9839711493059,65535,-2.983971149305887,-73.81689643007383
24.209864139556885,302.9839711493059,65535,-2.983971149305887,-77.25739274651022
25.362887859344482,302.9210262392455,65535,-2.9210262392455206,-80.62540528648226
26.51577854156494,302.9210262392455,65535,-2.9210262392455206,-83.99302922022989
27.668873071670532,302.85812219765484,65535,-2.8581221976548363,-87.28871429271905
28.821917057037354,302.85812219765484,65535,-2.8581221976548363,-90.58425490216835
29.97487783432007,302.79525879329606,65535,-2.795258793296057,-93.80707865319332
31.127827882766724,302.79525879329606,65535,-2.795258793296057,-97.02987241434494
32.28085708618164,302.732435795566,65535,-2.732435795566005,-100.18045068308881
33.43478322029114,302.732435795566,65535,-2.732435795566005,-103.33347975736869
34.58790040016174,302.732435795566,65535,-2.732435795566005,-106.48429841612926
35.74087882041931,302.66965297449076,65535,-2.6696529744907593,-109.56235068529354
36.89390182495117,302.66965297449076,65535,-2.6696529744907593,-112.6405219789983
38.04685854911804,302.6069101007207,65535,-2.606910100720711,-115.64617650892276
39.19993352890015,302.6069101007207,65535,-2.606910100720711,-118.65213932060506
40.35290050506592,302.54420694552545,65535,-2.5442069455254455,-121.58552590932749
41.50587177276611,302.54420694552545,65535,-2.5442069455254455,-124.5189234166016
42.65890383720398,302.4815432807889,65535,-2.4815432807889124,-127.38022238864156
43.81188941001892,302.4189188790041,65535,-2.4189188790040816,-130.16920095794296
44.96482586860657,302.3563335132683,65535,-2.3563335132682823,-132.88590377398188
46.11785912513733,302.3563335132683,65535,-2.3563335132682823,-135.60283467825818
47.27089309692383,302.3563335132683,65535,-2.3563335132682823,-138.31976726791555
48.424925088882446,302.3224556973897,65535,-2.322455697389728,-140.99995544260986
49.57785367965698,302.29378695727814,65535,-2.2937869572781437,-143.64452800680155
50.730883836746216,302.2312789853246,65535,-2.231278985324593,-146.21725996576026
51.88389348983765,302.2312789853246,65535,-2.231278985324593,-148.78994617457957
53.036885499954224,302.1688093722881,65535,-2.168809372288081,-151.29056605229368
54.1898455619812,302.1688093722881,65535,-2.168809372288081,-153.79111664069163
55.342878580093384,302.10637789363363,65535,-2.106377893633635,-156.2198399006728
56.4958074092865,302.10637789363363,65535,-2.106377893633635,-158.6483436994181
57.64987802505493,302.04398432540614,65535,-2.043984325406143,-161.0072459484606
58.802895069122314,302.04398432540614,65535,-2.043984325406143,-163.36399471346044
59.95581316947937,301.98162844422535,65535,-1.9816284442253504,-165.64865001499024
61.10855722427368,301.98162844422535,65535,-1.9816284442253504,-167.9329604228823
62.26088786125183,301.9193100272812,65535,-1.919310027281199,-170.1446401691778
63.41388964653015,301.9193100272812,65535,-1.919310027281199,-172.3576080571356
64.56678533554077,301.857028852329,65535,-1.8570288523289946,-174.49856861535403
65.71942114830017,301.857028852329,65535,-1.8570288523289946,-176.6390465758759
66.87283420562744,301.79478469768463,65535,-1.7947846976846336,-178.70917468127655
68.02586030960083,301.79478469768463,65535,-1.7947846976846336,-180.7786082887189
69.17882895469666,301.73257734222,65535,-1.7325773422199973,-182.77621563950203
70.33183240890503,301.73257734222,65535,-1.7325773422199973,-184.77388329976486
71.48475456237793,301.73257734222,65535,-1.7325773422199973,-186.7714101002155
72.63787651062012,301.6704065653581,65535,-1.670406565358121,-188.69759257321778
73.79089140892029,301.6704065653581,65535,-1.670406565358121,-190.6235962292941
74.94378876686096,301.60827214706853,65535,-1.6082721470685328,-192.47776893849897
76.09686708450317,301.60827214706853,65535,-1.6082721470685328,-194.33223268015158
77.24981546401978,301.54617386786276,65535,-1.5461738678627626,-196.11489133555486
78.40283823013306,301.54617386786276,65535,-1.5461738678627626,-197.89766500557005
79.55578899383545,301.54617386786276,65535,-1.5461738678627626,-199.6803273473391
80.70889163017273,301.4841115087895,65535,-1.4841115087895105,-201.3916602407428
81.86187934875488,301.4841115087895,65535,-1.4841115087895105,-203.10282258338353
83.01478981971741,301.42208485143004,65535,-1.4220848514300428,-204.7423590991944
84.16786050796509,301.42208485143004,65535,-1.4220848514300428,-206.38212345757944
85.32086515426636,301.42208485143004,65535,-1.4220848514300428,-208.02179389871293
86.4748547077179,301.36009367789376,65535,-1.360093677893758,-209.5913277947178
87.6274836063385,301.36009367789376,65535,-1.360093677893758,-211.15901107268934
88.77990126609802,301.2981377708134,65535,-1.2981377708134119,-212.65500796457556
89.93284201622009,301.2981377708134,65535,-1.2981377708134119,-214.15168389981898
91.08675122261047,301.32714208899705,65535,-1.32714208899705,-215.68308537450085
92.24078702926636,301.2362169133409,65535,-1.236216913340911,-217.10972395728987
93.39378643035889,301.2362169133409,65535,-1.236216913340911,-218.5350813179924
94.54786372184753,301.17433088914237,65535,-1.174330889142368,-219.89034992984529
95.70080018043518,301.20337819491715,65535,-1.2033781949171498,-221.27776852423466
96.85387825965881,301.17433088914237,65535,-1.174330889142368,-222.6318637302599
98.00783801078796,301.11247948239384,65535,-1.1124794823938373,-223.91562027689938
99.16082620620728,301.11247948239384,65535,-1.1124794823938373,-225.19829598774567
100.31385397911072,301.11247948239384,65535,-1.1124794823938373,-226.481015727731
101.46682953834534,301.05066247777694,65535,-1.0506624777769389,-227.6924038856127
102.61987829208374,301.05066247777694,65535,-1.0506624777769389,-228.9038689462131
103.77292108535767,301.0179918891993,65535,-1.0179918891993225,-230.07765715766567
104.92580533027649,300.98887966047397,65535,-0.9888796604739696,-231.2177209383468
106.07984185218811,300.98887966047397,65535,-0.9888796604739696,-232.35892418230932
107.23274731636047,300.92713081616415,65535,-0.9271308161641514,-233.42781836626756
108.38670110702515,300.92713081616415,65535,-0.9271308161641514,-234.49768448602222
109.53961944580078,300.8654157310184,65535,-0.8654157310184019,-235.49543815297827
110.69332432746887,300.8654157310184,65535,-0.8654157310184019,-236.49387250652654
111.84631490707397,300.8654157310184,65535,-0.8654157310184019,-237.49168869183282
112.99829006195068,300.8037341916956,65535,-0.8037341916955825,-238.41757051179104
114.15078902244568,300.8037341916956,65535,-0.8037341916955825,-239.3438733322345
115.3037314414978,300.8037341916956,65535,-0.8037341916955825,-240.2705325754829
116.4565782546997,300.7420859853379,65535,-0.7420859853378943,-241.12604403880147
117.60880780220032,300.7420859853379,65535,-0.7420859853378943,-241.98109743789388
118.76182436943054,300.7420859853379,65535,-0.7420859853378943,-242.83673487329784
119.91440963745117,300.70969252135905,65535,-0.7096925213590453,-243.6547160182407
121.06668210029602,300.68047089956633,65535,-0.6804708995663304,-244.43880389757823
122.21937036514282,300.70969252135905,65535,-0.7096925213590453,-245.25685813859835
123.3714816570282,300.6188887224767,65535,-0.6188887224766972,-245.96988682418427
124.52440547943115,300.64813240256416,65535,-0.6481324025641584,-246.71713411117176
125.6774697303772,300.6188887224767,65535,-0.6188887224766972,-247.4307525723733
126.82935094833374,300.58660504129443,65535,-0.5866050412944332,-248.10645190179898
127.98244142532349,300.5573392426349,65535,-0.557339242634896,-248.74911447493395
129.13569688796997,300.58660504129443,65535,-0.5866050412944332,-249.42561994322273
130.28972029685974,300.49582224907306,65535,-0.4958222490730577,-249.99781042530142
131.44272208213806,300.49582224907306,65535,-0.4958222490730577,-250.0
132.59576392173767,300.49582224907306,65535,-0.4958222490730577,-250.0
133.74882435798645,300.43433753128477,65535,-0.4343375312847684,-250.0
134.90178608894348,300.43433753128477,65535,-0.4343375312847684,-250.0
136.05474066734314,300.43433753128477,65535,-0.4343375312847684,-250.0
137.2076177597046,300.3728848792213,65535,-0.3728848792213171,-250.0
138.3606207370758,300.3728848792213,65535,-0.3728848792213171,-250.0
139.51344060897827,300.3728848792213,65535,-0.3728848792213171,-250.0
140.66523838043213,300.31146408328704,65535,-0.311464083287035,-250.0
141.8174684047699,300.31146408328704,65535,-0.311464083287035,-250.0
142.96949744224548,300.31146408328704,65535,-0.311464083287035,-250.0
144.121586561203,300.25007493433515,65535,-0.2500749343351458,-250.0
145.27462220191956,300.25007493433515,65535,-0.2500749343351458,-250.0
146.4274251461029,300.25007493433515,65535,-0.2500749343351458,-250.0
147.5805685520172,300.27945223585783,65535,-0.27945223585783197,-250.0
148.7343213558197,300.18871722366384,65535,-0.18871722366384347,-250.0
149.8863832950592,300.2181170089416,65535,-0.21811700894159003,-250.0
151.0383265018463,300.18871722366384,65535,-0.18871722366384347,-250.0
152.190678358078,300.1273907430117,65535,-0.12739074301168785,-250.0
153.3433654308319,300.1273907430117,65535,-0.12739074301168785,-250.0
154.49523758888245,300.1273907430117,65535,-0.12739074301168785,-250.0
155.64737272262573,300.0660952845537,65535,0.0,-250.0
156.7993643283844,300.0660952845537,65535,0.0,-250.0
157.95147562026978,300.0660952845537,65535,0.0,-250.0
159.10369634628296,300.0660952845537,65535,0.0,-250.0
160.25678181648254,300.0048306408971,65535,0.0,-250.0
161.4093418121338,300.0048306408971,65535,0.0,-250.0
162.56154918670654,300.0048306408971,65535,0.0,-250.0
163.71456933021545,299.9435966050773,65535,0.0,-250.0
164.86766505241394,299.9435966050773,65535,0.0,-250.0
166.02071523666382,299.9435966050773,65535,0.0,-250.0
167.173654794693,299.9435966050773,65535,0.0,-250.0
168.32663416862488,299.88239297055344,65535,0.11760702944656032,-249.86440152081872
169.47946405410767,299.88239297055344,65535,0.11760702944656032,-249.72882062252987
170.6322042942047,299.88239297055344,65535,0.11760702944656032,-249.59325026716854
171.78427052497864,299.88239297055344,65535,0.11760702944656032,-249.45775918004153
172.9362518787384,299.8212195312047,65535,0.17878046879530984,-249.25180741357292
174.0883641242981,299.8212195312047,65535,0.17878046879530984,-249.04583224620694
175.2402901649475,299.8212195312047,65535,0.17878046879530984,-248.8398903686421
176.39260053634644,299.76007608132585,65535,0.23992391867415108,-248.5634235488072
177.5464596748352,299.76007608132585,65535,0.23992391867415108,-248.286585142703
178.69853711128235,299.76007608132585,65535,0.23992391867415108,-248.0101742095345
179.85171055793762,299.76007608132585,65535,0.23992391867415108,-247.733500317302
181.0044538974762,299.76007608132585,65535,0.23992391867415108,-247.45692961805437
182.15647387504578,299.72854429807535,65535,0.2714557019246513,-247.144207226412
183.30939412117004,299.6989624156234,65535,0.30103758437661554,-246.79713490053985
184.46164965629578,299.6989624156234,65535,0.30103758437661554,-246.45026267766102
185.6154329776764,299.6989624156234,65535,0.30103758437661554,-246.10293053369855
186.76729583740234,299.6378783292115,65535,0.3621216707884969,-245.68581603041537
187.91935324668884,299.6378783292115,65535,0.3621216707884969,-245.26863107652028
189.07172226905823,299.6378783292115,65535,0.3621216707884969,-244.85133328077498
190.22567081451416,299.6378783292115,65535,0.3621216707884969,-244.43346350549052
191.37851452827454,299.5768236176078,65535,0.4231763823922279,-243.94560727323778
192.53060388565063,299.5768236176078,65535,0.4231763823922279,-243.45807026679077
193.68444561958313,299.5768236176078,65535,0.4231763823922279,-242.96979169597205
194.8363709449768,299.5768236176078,65535,0.4231763823922279,-242.48232410398597
195.98847770690918,299.51579807672954,65535,0.4842019232704615,-241.92447179404542
197.14026761054993,299.51579807672954,65535,0.4842019232704615,-241.36677290749907
198.2926380634308,299.51579807672954,65535,0.4842019232704615,-240.8087929178941
199.4457426071167,299.51579807672954,65535,0.4842019232704615,-240.25045748010947
200.59868717193604,299.51579807672954,65535,0.4842019232704615,-239.69219950439972
201.75178742408752,299.4548015028893,65535,0.5451984971106754,-239.0635309799088
202.90466237068176,299.4548015028893,65535,0.5451984971106754,-238.43498529166905
204.05772399902344,299.4548015028893,65535,0.5451984971106754,-237.80633782482118
205.2103419303894,299.4548015028893,65535,0.5451984971106754,-237.17793226089765
206.36279344558716,299.4235314233938,65535,0.576468576606203,-236.51358017632393
207.51579666137695,299.39383369279153,65535,0.6061663072084684,-235.81466847480914
208.66895961761475,299.39383369279153,65535,0.6061663072084684,-235.11565994401687
209.82126474380493,299.39383369279153,65535,0.6061663072084684,-234.41717140089676
210.97361874580383,299.39383369279153,65535,0.6061663072084684,-233.7186532309082
212.1266803741455,299.33289444352783,65535,0.6671055564721655,-232.94943941168663
