Time,Temperature,DAC,Error,Integral
0.00045299530029296875,310.21504348298504,0,0.0,0.0
1.0809884071350098,310.21504348298504,0,0.0,0.0
2.1621832847595215,310.21504348298504,0,0.0,0.0
3.243293046951294,310.21504348298504,0,0.0,0.0
4.3239905834198,310.21504348298504,0,0.0,0.0
5.405209541320801,310.21504348298504,0,0.0,0.0
6.4862964153289795,310.2841499532258,2799,-0.12389995322575942,-0.13394661312259581
7.567103385925293,310.2841499532258,2892,-0.12389995322575942,-0.26785854622555383
8.648277997970581,310.2841499532258,2985,-0.12389995322575942,-0.40181603008684363
9.729235649108887,310.2841499532258,3078,-0.12389995322575942,-0.5357466325019065
10.81008267402649,310.35332867618934,4735,-0.19307867618931596,-0.7444351452361577
11.89143705368042,310.35332867618934,4880,-0.19307867618931596,-0.9532216173512577
12.972307920455933,310.35332867618934,5025,-0.19307867618931596,-1.161914733439872
14.052909135818481,310.4225799969575,6735,-0.26232999695747594,-1.4453888469781744
15.134170293807983,310.4225799969575,6932,-0.26232999695747594,-1.7290360832637974
16.215554237365723,310.49190426210265,8696,-0.3316542621026315,-2.087681677114073
17.29590106010437,310.49190426210265,8945,-0.3316542621026315,-2.445983305424382
18.37753462791443,310.49190426210265,9194,-0.3316542621026315,-2.8047116882218632
19.458508491516113,310.56130181969877,11011,-0.4010518196987505,-3.2382382232661078
20.5389187335968,310.56130181969877,11312,-0.4010518196987505,-3.6715387168737355
21.62021541595459,310.6307730193325,13184,-0.470523019332461,-4.180313696650895
22.701085567474365,310.6307730193325,13537,-0.470523019332461,-4.688887983850314
23.78211998939514,310.6307730193325,13891,-0.470523019332461,-5.197539564054799
24.863158702850342,310.7003182121143,15816,-0.5400682121143063,-5.781374209256899
25.943562507629395,310.7003182121143,16221,-0.5400682121143063,-6.3648659604654165
27.02376127243042,310.7699377506901,18200,-0.6096877506900569,-7.0234499156751315
28.10498332977295,310.7699377506901,18658,-0.6096877506900569,-7.682657759812773
29.18543577194214,310.83963198925204,20691,-0.6793819892520219,-8.416697689265883
30.26552391052246,310.83963198925204,21201,-0.6793819892520219,-9.150490117422095
31.346033334732056,310.83963198925204,21711,-0.6793819892520219,-9.884568759447166
32.42739176750183,310.90940128355066,23798,-0.7491512835506455,-10.694669817334958
33.50738072395325,310.90940128355066,24361,-0.7491512835506455,-11.503744930281059
34.58802103996277,310.97924599090595,26502,-0.8189959909059326,-12.388785016704176
35.669557332992554,310.97924599090595,27117,-0.8189959909059326,-13.274558904714834
36.74981069564819,310.97924599090595,27732,-0.8189959909059326,-14.159282077892454
37.8307945728302,311.0491664702192,29927,-0.8889164702191579,-15.120186450360904
38.911439657211304,311.0491664702192,30595,-0.8889164702191579,-16.080789664328638
39.99221181869507,311.0491664702192,31263,-0.8889164702191579,-17.041505839225916
41.073291301727295,311.1191630819846,33513,-0.9589130819845764,-18.078167098170642
42.15345048904419,311.1191630819846,34232,-0.9589130819845764,-19.11394587351464
43.23401618003845,311.1191630819846,34953,-0.9589130819845764,-20.150114450552742
44.31506085395813,311.1892361883015,37257,-1.0289861883014737,-21.26249448895296
45.396422147750854,311.1892361883015,38030,-1.0289861883014737,-22.375200324829486
46.476970911026,311.1892361883015,38803,-1.0289861883014737,-23.48707007802585
47.55846953392029,311.2593861528858,41161,-1.0991361528857624,-24.67578431374513
48.63936448097229,311.2593861528858,41987,-1.0991361528857624,-25.863835027521528
49.72013831138611,311.2593861528858,42813,-1.0991361528857624,-27.05175261762218
50.801406145095825,311.2593861528858,43639,-1.0991361528857624,-28.240213184605
51.88217639923096,311.2593861528858,44465,-1.0991361528857624,-29.428126843888457
52.96294665336609,311.2593861528858,45290,-1.0991361528857624,-30.616040503171913
54.044177293777466,311.2593861528858,46116,-1.0991361528857624,-31.804460189655885
55.12478446960449,311.2593861528858,46942,-1.0991361528857624,-32.99219460367515
56.20616340637207,311.2593861528858,47768,-1.0991361528857624,-34.18077728804556
57.28659129142761,311.2593861528858,48594,-1.0991361528857624,-35.36831463709601
58.3667414188385,311.2593861528858,49419,-1.0991361528857624,-36.55554669267748
59.44787073135376,311.1892361883015,48660,-1.0289861883014737,-37.66801382302355
60.52848792076111,311.1892361883015,49432,-1.0289861883014737,-38.77995398576487
61.60845398902893,311.1191630819846,48621,-0.9589130819845764,-39.81554757672633
62.68864440917969,311.0491664702192,47760,-0.8889164702191579,-40.77574663217129
63.76974892616272,311.0491664702192,48428,-0.8889164702191579,-41.73675824334583
64.85101199150085,310.97924599090595,47516,-0.8189959909059326,-42.622308358972425
65.93200874328613,310.90940128355066,46553,-0.7491512835506455,-43.432138463086446
67.01245594024658,310.90940128355066,47116,-0.7491512835506455,-44.24155686749806
68.09279584884644,310.83963198925204,46102,-0.6793819892520219,-44.97552034367098
69.17338371276855,310.7699377506901,45037,-0.6096877506900569,-45.634341527848626
70.25416564941406,310.7003182121143,43922,-0.5400682121143063,-46.2180374960582
71.33511447906494,310.6307730193325,42756,-0.470523019332461,-46.72664880312942
72.41544842720032,310.6307730193325,43110,-0.470523019332461,-47.23497079429344
73.49628353118896,310.56130181969877,41893,-0.4010518196987505,-47.668441679542376
74.57718873023987,310.49190426210265,40626,-0.3316542621026315,-48.0269284957365
75.65758419036865,310.4225799969575,39309,-0.26232999695747594,-48.31034863350495
76.73762059211731,310.4225799969575,39506,-0.26232999695747594,-48.59367457948964
77.81924772262573,310.35332867618934,38138,-0.19307867618931596,-48.80251371397865
78.89944958686829,310.35332867618934,38283,-0.19307867618931596,-49.01107765994383
79.97944712638855,310.2841499532258,36865,-0.12389995322575942,-49.14488930457433
81.05937361717224,310.2841499532258,36958,-0.12389995322575942,-49.278692146269684
82.13974928855896,310.21504348298504,34252,0.0,-49.278692146269684
83.22070932388306,310.21504348298504,34252,0.0,-49.278692146269684
84.30142521858215,310.21504348298504,34252,0.0,-49.278692146269684
85.38192343711853,310.21504348298504,34252,0.0,-49.278692146269684
86.46283102035522,310.21504348298504,34252,0.0,-49.278692146269684
87.54360485076904,310.21504348298504,34252,0.0,-49.278692146269684
88.62492609024048,310.21504348298504,34252,0.0,-49.278692146269684
89.7059211730957,310.21504348298504,34252,0.0,-49.278692146269684
