Time,Temperature
0.0004773139953613281,304.2876058624823
1.0809783935546875,304.41549754790407
2.161137580871582,304.41549754790407
3.241179943084717,304.41549754790407
4.321234941482544,304.59953152197926
5.4012980461120605,304.5435755158967
6.481341123580933,304.7277235435684
7.5614190101623535,304.67184176128
8.641021013259888,304.80029829140267
9.721063375473022,304.80029829140267
10.801119804382324,304.9289471263349
11.881595849990845,304.9289471263349
12.962614297866821,304.9289471263349
14.043650150299072,305.0577902990631
15.124711751937866,305.0577902990631
16.205347537994385,305.0577902990631
17.28601050376892,305.18682985568745
18.366267204284668,305.18682985568745
19.44603133201599,305.3160678556214
20.526257514953613,305.3160678556214
21.60650062561035,305.3160678556214
22.68725895881653,305.4455063717939
23.767359972000122,305.4455063717939
24.847439289093018,305.5751474908544
25.92850947380066,305.5751474908544
27.0096275806427,305.5751474908544
28.090062618255615,305.70499331338027
29.1707284450531,305.70499331338027
30.251909255981445,305.70499331338027
31.33210587501526,305.83504595408675
32.41292691230774,305.83504595408675
33.49300003051758,305.9653075420398
34.57376790046692,305.9653075420398
35.654804706573486,305.9653075420398
36.73591446876526,306.0957802208718
37.81750798225403,306.0957802208718
38.89830183982849,306.0957802208718
39.97836518287659,306.2264661489999
41.05953001976013,306.2264661489999
42.139981508255005,306.2264661489999
43.22069001197815,306.35736749984744
44.302770137786865,306.35736749984744
45.383217096328735,306.35736749984744
46.46381092071533,306.4884864620679
47.5448431968689,306.4884864620679
48.6255145072937,306.4884864620679
49.70593738555908,306.6198252397724
50.78653359413147,306.6198252397724
51.8673300743103,306.6198252397724
52.94792103767395,306.6198252397724
54.02830648422241,306.75138605276004
55.10881972312927,306.75138605276004
56.1889865398407,306.75138605276004
57.269142627716064,306.883171136751
58.3491997718811,306.883171136751
59.42927837371826,306.883171136751
60.50925850868225,307.0151827436237
61.58910632133484,307.0151827436237
62.67009425163269,307.0151827436237
63.75071859359741,307.0151827436237
64.83172655105591,307.14742314165403
65.91280436515808,307.14742314165403
66.99386620521545,307.14742314165403
68.07412099838257,307.2798946157589
69.15418529510498,307.2798946157589
70.23461508750916,307.2798946157589
71.31634879112244,307.2798946157589
72.39646816253662,307.4125994677429
73.47751784324646,307.4125994677429
74.55927753448486,307.4125994677429
75.63995838165283,307.545540016548
76.720858335495,307.545540016548
77.80250763893127,307.545540016548
78.88367199897766,307.545540016548
79.96461153030396,307.67871859850703
81.0466468334198,307.67871859850703
82.1279125213623,307.67871859850703
83.20792937278748,307.67871859850703
84.2882432937622,307.8121375676011
85.36834573745728,307.8121375676011
86.44836688041687,307.8121375676011
87.52845764160156,307.8121375676011
88.60901665687561,307.94579929572024
89.68920755386353,307.94579929572024
90.7695209980011,307.94579929572024
91.85116124153137,307.94579929572024
92.93125438690186,308.07970617292756
94.01172518730164,308.07970617292756
95.09251499176025,308.07970617292756
96.17352390289307,308.07970617292756
97.25453424453735,308.21386060772795
98.38064742088318,308.21386060772795
99.46169376373291,308.21386060772795
100.54238629341125,308.21386060772795
101.6234781742096,308.21386060772795
102.70556163787842,308.3482650273401
103.7863130569458,308.3482650273401
104.86600661277771,308.3482650273401
105.94660949707031,308.3482650273401
107.02785968780518,308.3482650273401
108.1088650226593,308.48292187797256
109.18947744369507,308.48292187797256
110.27079939842224,308.48292187797256
111.35117077827454,308.48292187797256
112.43186688423157,308.48292187797256
113.51214218139648,308.617833625104
114.59283328056335,308.617833625104
115.67387890815735,308.617833625104
116.75405359268188,308.617833625104
117.8346118927002,308.75300275376736
118.91557192802429,308.75300275376736
119.99658012390137,308.75300275376736
121.07772541046143,308.75300275376736
122.15813779830933,308.75300275376736
123.2386474609375,308.88843176883853
124.31919479370117,308.88843176883853
125.3993067741394,308.88843176883853
126.48008966445923,308.88843176883853
