Time,Temperature
0.0014829635620117188,299.76007608132585
1.082597017288208,299.76007608132585
2.163179636001587,299.76007608132585
3.242974281311035,299.76007608132585
4.323143720626831,299.76007608132585
5.402925252914429,299.8212195312047
6.483457565307617,299.8212195312047
7.565626382827759,299.88239297055344
8.647056818008423,299.9435966050773
9.72778868675232,299.9435966050773
10.811001300811768,300.0048306408971
11.891304731369019,300.0660952845537
12.971632719039917,300.18871722366384
14.053550004959106,300.25007493433515
15.134196519851685,300.31146408328704
16.21396827697754,300.3728848792213
17.294074773788452,300.43433753128477
18.374565601348877,300.5573392426349
19.470287084579468,300.6188887224767
20.551124572753906,300.68047089956633
21.6318461894989,300.8037341916956
22.712502241134644,300.8654157310184
23.793596267700195,300.92713081616415
24.874717473983765,301.05066247777694
25.955860376358032,301.11247948239384
27.036279439926147,301.17433088914237
28.11666512489319,301.2981377708134
29.1977059841156,301.36009367789376
30.27837824821472,301.4841115087895
31.359059810638428,301.54617386786276
32.43911671638489,301.60827214706853
33.51906442642212,301.73257734222
34.59909629821777,301.79478469768463
35.67940378189087,301.857028852329
36.7605504989624,301.9193100272812
37.84267973899841,302.04398432540614
38.92377305030823,302.10637789363363
40.00394940376282,302.1688093722881
41.08571243286133,302.29378695727814
42.16582441329956,302.3563335132683
43.24583983421326,302.4189188790041
44.32626724243164,302.54420694552545
45.40628981590271,302.6069101007207
46.48673152923584,302.66965297449076
47.56754231452942,302.732435795566
48.64884638786316,302.79525879329606
49.72931146621704,302.9210262392455
50.809077978134155,302.9839711493059
51.88923096656799,303.0469571597132
52.96897292137146,303.1099845029896
54.04984474182129,303.1730534123071
55.13011384010315,303.23616412149295
56.210381746292114,303.3625118780856
57.29156422615051,303.42574939647017
58.372031688690186,303.4890296566889
59.45197534561157,303.5523528959241
60.53207731246948,303.6157193520453
61.61266779899597,303.67912926361424
62.69608497619629,303.742582869891
63.77622961997986,303.8060804108389
64.85658168792725,303.8696221271302
65.93764758110046,303.93320826015184
67.01878023147583,303.99683905201067
68.11189126968384,304.06051474553954
69.19193482398987,304.12423558430237
70.27202558517456,304.1880018126003
71.35215330123901,304.25181367547725
72.43242144584656,304.3156714187256
73.51315951347351,304.379575288892
74.59310483932495,304.4435255332833
75.67346978187561,304.50752239997223
76.75454831123352,304.5715661378035
77.83565068244934,304.6356569963993
78.91601848602295,304.699795226166
79.99615406990051,304.76398107829937
81.07617425918579,304.828214804791
82.15661358833313,304.89249665843437
83.2376320362091,304.89249665843437
84.31896781921387,304.95682689283086
85.39930939674377,305.021205762396
86.4800477027893,305.08563352236547
87.56034421920776,305.1501104288015
88.64170789718628,305.214636738599
89.72200393676758,305.2792127094919
90.80659770965576,305.2792127094919
91.88763403892517,305.34383860005977
92.97339010238647,305.4085146697335
94.05390048027039,305.47324117880254
95.13457822799683,305.53801838842077
96.21511101722717,305.60284656061316
97.29506492614746,305.60284656061316
98.37568020820618,305.6677259582825
99.4563934803009,305.7326568452158
100.54110717773438,305.79763948609093
101.62133693695068,305.86267414648324
102.70143723487854,305.86267414648324
103.78260970115662,305.92776109287246
104.86376309394836,305.9929005926494
105.94385027885437,306.0580929141225
107.02404069900513,306.0580929141225
108.10414290428162,306.123338326525
109.18447804450989,306.1886371000217
110.26494455337524,306.1886371000217
111.34522223472595,306.25398950571594
112.42533588409424,306.3193958156564
113.50594830513,306.3193958156564
114.58603382110596,306.3848563028443
115.66620063781738,306.4503712412407
116.74651312828064,306.4503712412407
117.82761096954346,306.515940905773
118.90869808197021,306.58156557234264
119.98904585838318,306.6472455178323
121.0700433254242,306.6472455178323
122.14997887611389,306.71298102011275
123.23011064529419,306.77877235805073
124.31083822250366,306.77877235805073
125.3909969329834,306.8446198115158
126.47514796257019,306.8446198115158
127.5557975769043,306.91052366138814
128.6359474658966,306.9764841895658
129.71761393547058,306.9764841895658
130.7982087135315,307.0425016789722
131.87832379341125,307.0425016789722
132.95943403244019,307.108576413564
134.04060339927673,307.17470867833833
135.12086820602417,307.17470867833833
136.20492315292358,307.2408987593408
137.28518152236938,307.2408987593408
138.36535573005676,307.3071469436728
139.44654440879822,307.3734535195
140.52780675888062,307.3734535195
141.60794687271118,307.4398187760593
142.688161611557,307.4398187760593
143.77099204063416,307.50624300366746
