100.000000,-16.189999,-87.846375
104.712854,-15.112658,-88.224693
109.647819,-15.466382,-85.713387
114.815362,-16.552010,-84.026474
120.226443,-16.978886,-86.707558
125.892541,-16.771942,-86.986862
131.825673,-17.392914,-84.286942
138.038426,-18.324909,-84.892097
144.543977,-18.308483,-86.831169
151.356124,-18.777534,-85.408569
158.489319,-19.418568,-87.168503
165.958690,-19.309139,-87.397324
173.780082,-20.068710,-84.981613
181.970085,-20.364557,-87.385193
190.546071,-20.642433,-85.699715
199.526231,-21.362499,-86.653839
208.929613,-21.562265,-86.515579
218.776162,-22.198189,-87.621437
229.086765,-22.252476,-86.568665
239.883291,-22.926088,-87.123856
251.188643,-23.245178,-88.879715
263.026799,-22.793440,-88.901047
275.422870,-23.102701,-85.152206
288.403150,-24.275314,-83.023575
301.995172,-24.842684,-85.506943
316.227766,-24.801418,-86.460480
331.131121,-25.516855,-85.208221
346.736850,-26.149010,-87.412292
363.078054,-26.193064,-88.045105
380.189396,-26.663658,-85.868698
398.107170,-27.150536,-88.272018
416.869383,-26.884304,-87.385086
436.515832,-27.836124,-84.089600
457.088189,-28.353325,-86.503098
478.630092,-28.852013,-87.235458
501.187233,-29.444143,-87.305260
524.807460,-29.310009,-88.264465
549.540873,-29.543552,-86.550446
575.439937,-30.487427,-86.879982
602.559586,-30.443317,-90.129875
630.957344,-30.091562,-88.514343
660.693448,-30.791325,-83.857193
691.830970,-31.982542,-83.868561
724.435960,-32.280968,-86.917450
758.577575,-32.794254,-87.010117
794.328234,-33.438240,-86.767593
831.763771,-32.944550,-86.985992
870.963589,-33.563667,-80.557251
912.010839,-34.337997,-84.324203
954.992586,-34.755714,-86.006905
1000.000000,-35.409374,-86.264275
1047.128548,-35.229156,-88.065582
1096.478196,-35.142883,-85.460838
1148.153621,-36.175568,-84.456398
1202.264434,-36.182083,-89.467361
1258.925411,-35.310875,-88.098671
1318.256738,-36.328663,-83.774353
1380.384264,-37.723324,-84.006165
1445.439770,-38.019016,-86.854980
1513.561248,-38.807442,-89.577484
1584.893192,-39.127884,-91.052094
1659.586907,-37.542938,-88.496964
1737.800828,-39.193363,-89.452393
1819.700858,-39.923584,-89.607422
1905.460717,-40.517754,-89.080872
1995.262314,-40.649948,-91.959244
2089.296130,-41.360703,-90.940369
2187.761623,-42.682419,-80.100266
2290.867652,-42.678581,-84.979599
2398.832919,-42.378365,-90.453697
2511.886431,-42.447258,-92.606155
2630.267991,-42.160080,-91.011536
2754.228703,-43.259895,-89.972427
2884.031503,-44.294895,-88.531128
3019.951720,-44.318439,-90.643661
3162.277660,-43.664291,-88.571938
3311.311214,-44.856907,-86.784149
3467.368504,-44.278717,-98.178909
3630.780547,-42.379574,-93.430923
3801.893963,-45.264133,-114.254044
3981.071705,-44.117302,-114.090332
4168.693834,-38.653763,-95.253693
4365.158322,-37.377937,-56.510159
4570.881896,-38.350418,-79.344124
4786.300923,-35.807747,-58.404259
5011.872336,-42.512527,32.410366
5248.074602,-38.056229,60.800117
5495.408738,-36.131527,98.747986
5754.399373,-40.239120,-126.076683
6025.595860,-36.820969,-125.795624
6309.573444,-34.568138,-102.730598
6606.934480,-43.326237,-94.095016
6918.309709,-44.138191,-111.447258
7244.359600,-38.465698,-101.020065
7585.775750,-44.692570,-86.498581
7943.282347,-38.541237,-115.098198
8317.637711,-39.368637,-97.568192
8709.635899,-36.719055,137.234695
9120.108393,-35.659679,100.889343
9549.925860,-38.721222,126.846375
10000.000000,-35.464523,-130.175354
10471.285480,-38.229889,-111.083786
10964.781961,-43.788918,-88.782318
11481.536214,-40.332756,-133.132111
12022.644346,-40.439735,-129.843216
12589.254117,-36.877289,114.398132
13182.567385,-38.163078,135.132660
13803.842646,-35.400024,-143.315140
14454.397707,-34.344265,114.507507
15135.612484,-33.243958,-74.212364
15848.931924,-32.755737,-111.210815
16595.869074,-34.528858,-96.409897
17378.008287,-33.424011,132.282501
18197.008586,-33.199516,97.264084
19054.607179,-36.149952,119.915085
19952.623149,-34.180683,-129.393066
20892.961308,-33.411121,-92.732933
21877.616239,-36.510048,-117.557693
22908.676527,-34.268181,121.910088
23988.329190,-37.008434,81.568878
25118.864315,-37.641495,-104.965118
26302.679918,-38.909214,-96.627213
27542.287033,-36.477669,-71.572495
28840.315031,-34.632881,36.218647
30199.517204,-36.404686,-81.034943
31622.776601,-36.672237,92.605316
33113.112148,-34.465492,124.194206
34673.685045,-33.424408,78.579521
36307.805477,-35.105530,85.238098
38018.939632,-39.063591,120.418282
39810.717055,-45.710762,-127.172134
41686.938347,-39.033325,-100.841690
43651.583224,-45.050308,-138.656830
45708.818961,-38.977974,-123.774338
47863.009232,-43.567909,-80.696663
50118.723362,-37.868095,-106.581512
52480.746024,-46.071976,-98.536911
54954.087385,-51.318512,-77.589264
57543.993733,-47.851139,-40.551506
60255.958607,-44.419800,-84.685898
63095.734448,-38.076481,92.550003
66069.344800,-38.811081,123.325966
69183.097091,-35.562782,-136.536285
72443.596007,-38.502781,112.775078
75857.757502,-38.535889,131.449402
79432.823472,-35.400955,82.963821
83176.377110,-33.617935,-80.339172
87096.358995,-32.956017,126.152382
91201.083935,-32.482819,96.435776
95499.258602,-41.668446,121.031609
100000.000000,-44.300201,82.567696
