10.000000,19.040833,-12.779659
10.471285,19.117134,-16.208164
10.964781,19.213757,-17.345734
11.481536,19.348389,-17.691967
12.022644,19.407761,-16.808794
12.589254,19.474346,-15.222214
13.182567,19.499447,-13.430740
13.803842,19.464436,-11.412743
14.454397,19.364986,-10.182594
15.135612,19.226597,-10.078161
15.848931,19.123768,-10.771748
16.595869,19.104197,-11.283822
17.378008,19.131416,-11.203828
18.197008,19.140688,-10.615963
19.054607,19.071802,-10.216187
19.952623,18.941044,-11.300644
20.892961,18.971531,-13.798227
21.877616,19.126968,-14.714898
22.908676,19.206495,-13.648109
23.988329,19.202351,-12.093747
25.118864,19.087822,-11.587967
26.302679,18.995323,-12.140836
27.542287,18.972443,-12.311274
28.840315,18.910152,-12.021832
30.199517,18.822609,-13.507211
31.622776,18.966375,-15.446249
33.113112,19.069538,-14.817419
34.673685,19.010063,-13.899164
36.307805,18.903425,-14.512011
38.018939,18.849560,-14.592783
39.810717,18.735580,-15.578285
41.686938,18.873159,-17.446697
43.651583,18.950470,-16.560017
45.708818,18.823906,-16.523634
47.863009,18.747841,-17.018692
50.118723,18.725201,-17.125082
52.480746,18.714890,-18.913958
54.954087,18.757328,-19.450279
57.543993,18.678671,-19.090130
60.255958,18.550327,-21.104733
63.095734,18.727644,-23.792854
66.069344,18.837011,-23.068085
69.183097,18.683552,-22.134670
72.443596,18.558044,-23.961338
75.857757,18.494484,-24.198402
79.432823,18.303539,-25.263496
83.176377,18.465742,-27.949118
87.096358,18.498333,-26.814993
91.201083,18.283894,-27.672707
95.499258,18.185284,-28.425558
100.000000,18.005722,-30.236126
104.712854,18.048717,-32.114731
109.647819,18.106930,-32.487617
114.815362,17.877403,-31.817909
120.226443,17.672249,-34.281548
125.892541,17.937771,-37.486580
131.825673,18.037590,-36.227417
138.038426,17.686590,-34.889076
144.543977,17.483212,-37.413315
151.356124,17.299595,-37.803421
158.489319,16.946487,-39.453148
165.958690,17.167824,-42.493286
173.780082,17.069221,-40.538094
181.970085,16.645893,-41.462181
